band,channel,value,group1,group2,n1,n2,U,p_raw,r_rb,p_holm,stars
gamma_bas,C4-A1,abs,Narco,TCSPi,10,36,264.0,0.026168385973567826,-0.46666666666666656,0.1046735438942713,
gamma_bas,C4-A1,abs,SYN,TCSPi,16,36,407.0,0.018802920378092013,-0.4131944444444444,0.0959040959040959,
gamma_haut,Fp1-T3,rel,EAI,Narco,7,10,38.0,0.8125257095845331,-0.08571428571428563,1.0,
gamma_haut,Fp1-T3,rel,EAI,SYN,7,19,42.0,0.16920644572818483,0.368421052631579,0.6768257829127393,
gamma_haut,Fp1-T3,rel,EAI,TCSPi,7,39,160.0,0.4901230236220002,-0.17216117216117222,1.0,
gamma_haut,Fp1-T3,rel,Narco,SYN,10,19,47.0,0.029298294404550604,0.5052631578947369,0.14649147202275303,
gamma_haut,Fp1-T3,rel,Narco,TCSPi,10,39,198.0,0.9505490015219569,-0.01538461538461533,1.0,
gamma_haut,Fp1-T3,rel,SYN,TCSPi,19,39,565.0,0.0013086131585097094,-0.524966261808367,0.007851678951058257,**
gamma_haut,Fp1-T3,abs,EAI,Narco,7,9,27.0,0.6805944055944056,0.1428571428571429,1.0,
gamma_haut,Fp1-T3,abs,EAI,SYN,7,16,33.0,0.13528473590393095,0.4107142857142857,0.6764236795196548,
gamma_haut,Fp1-T3,abs,EAI,TCSPi,7,36,127.0,0.987169794645091,-0.007936507936507908,1.0,
gamma_haut,Fp1-T3,abs,Narco,SYN,9,16,48.0,0.18337811248945035,0.33333333333333337,0.7335124499578014,
gamma_haut,Fp1-T3,abs,Narco,TCSPi,9,36,206.0,0.21708295254888021,-0.27160493827160503,0.7335124499578014,
gamma_haut,Fp1-T3,abs,SYN,TCSPi,16,36,406.0,0.019827882344901127,-0.4097222222222223,0.11896729406940676,
gamma_haut,Fp1-C3,rel,EAI,Narco,6,10,29.0,0.9577922077922078,0.033333333333333326,1.0,
gamma_haut,Fp1-C3,rel,EAI,SYN,6,19,32.0,0.12115189158667417,0.4385964912280702,0.48460756634669666,
gamma_haut,Fp1-C3,rel,EAI,TCSPi,6,37,114.0,0.9319673370782424,-0.027027027027026973,1.0,
gamma_haut,Fp1-C3,rel,Narco,SYN,10,19,52.0,0.05117209797510933,0.4526315789473684,0.25586048987554666,
gamma_haut,Fp1-C3,rel,Narco,TCSPi,10,37,176.0,0.8251337172017835,0.048648648648648596,1.0,
gamma_haut,Fp1-C3,rel,SYN,TCSPi,19,37,523.0,0.0030845709899566093,-0.4879089615931722,0.018507425939739655,*
gamma_haut,Fp1-C3,abs,EAI,Narco,6,9,19.0,0.38841158841158835,0.2962962962962963,1.0,
gamma_haut,Fp1-C3,abs,EAI,SYN,6,16,27.0,0.13351560719981773,0.4375,0.6675780359990886,
gamma_haut,Fp1-C3,abs,EAI,TCSPi,6,37,101.0,0.7454362814842858,0.09009009009009006,1.0,
gamma_haut,Fp1-C3,abs,Narco,SYN,9,16,49.0,0.20273017064652255,0.3194444444444444,0.8109206825860902,
gamma_haut,Fp1-C3,abs,Narco,TCSPi,9,37,180.0,0.7188716624318352,-0.08108108108108114,1.0,
gamma_haut,Fp1-C3,abs,SYN,TCSPi,16,37,391.0,0.06711542403941133,-0.32094594594594605,0.40269254423646794,
gamma_haut,T3-O1,rel,EAI,Narco,7,11,49.0,0.37493715434891906,-0.2727272727272727,0.6060702766199066,
gamma_haut,T3-O1,rel,EAI,SYN,7,19,42.0,0.16920644572818483,0.368421052631579,0.5076193371845545,
gamma_haut,T3-O1,rel,EAI,TCSPi,7,33,161.0,0.11047278524058711,-0.39393939393939403,0.44189114096234844,
gamma_haut,T3-O1,rel,Narco,SYN,11,19,49.0,0.017932651663139194,0.5311004784688995,0.08966325831569597,
gamma_haut,T3-O1,rel,Narco,TCSPi,11,33,220.0,0.3030351383099533,-0.21212121212121215,0.6060702766199066,
gamma_haut,T3-O1,rel,SYN,TCSPi,19,33,506.0,0.00026372592374095707,-0.6140350877192982,0.0015823555424457425,**
gamma_haut,T3-O1,abs,EAI,Narco,7,9,17.0,0.14160839160839161,0.46031746031746035,0.44029124193883923,
gamma_haut,T3-O1,abs,EAI,SYN,7,18,36.0,0.11007281048470981,0.4285714285714286,0.44029124193883923,
gamma_haut,T3-O1,abs,EAI,TCSPi,7,33,128.0,0.6758943034484832,-0.10822510822510822,1.0,
gamma_haut,T3-O1,abs,Narco,SYN,9,18,80.0,0.9794828848425403,0.012345679012345734,1.0,
gamma_haut,T3-O1,abs,Narco,TCSPi,9,33,246.0,0.00294542910218433,-0.6565656565656566,0.01767257461310598,*
gamma_haut,T3-O1,abs,SYN,TCSPi,18,33,446.0,0.003422528862170856,-0.5016835016835017,0.01767257461310598,*
gamma_haut,Fp2-T4,rel,EAI,Narco,7,11,43.0,0.7242332830568124,-0.11688311688311681,1.0,
gamma_haut,Fp2-T4,rel,EAI,SYN,7,19,30.0,0.035165703861356035,0.5488721804511278,0.14066281544542414,
gamma_haut,Fp2-T4,rel,EAI,TCSPi,7,39,146.0,0.7877421780008774,-0.06959706959706957,1.0,
gamma_haut,Fp2-T4,rel,Narco,SYN,11,19,45.0,0.011112163541824956,0.569377990430622,0.05556081770912478,
gamma_haut,Fp2-T4,rel,Narco,TCSPi,11,39,237.0,0.6063936113593476,-0.10489510489510478,1.0,
gamma_haut,Fp2-T4,rel,SYN,TCSPi,19,39,581.0,0.0005029820692840337,-0.5681511470985154,0.0030178924157042023,**
gamma_haut,Fp2-T4,abs,EAI,Narco,6,10,16.0,0.14710289710289712,0.4666666666666667,0.4413086913086913,
gamma_haut,Fp2-T4,abs,EAI,SYN,6,17,26.0,0.08650083707291946,0.4901960784313726,0.34600334829167784,
gamma_haut,Fp2-T4,abs,EAI,TCSPi,6,37,103.0,0.7977703104132337,0.07207207207207211,0.9331783905677278,
gamma_haut,Fp2-T4,abs,Narco,SYN,10,17,70.0,0.4665891952838639,0.17647058823529416,0.9331783905677278,
gamma_haut,Fp2-T4,abs,Narco,TCSPi,10,37,256.0,0.06686799580407998,-0.38378378378378386,0.3343399790203999,
gamma_haut,Fp2-T4,abs,SYN,TCSPi,17,37,444.0,0.016280905442049104,-0.41176470588235303,0.09768543265229462,
gamma_haut,Fp2-C4,rel,EAI,Narco,6,11,42.0,0.4043309631544926,-0.2727272727272727,1.0,
gamma_haut,Fp2-C4,rel,EAI,SYN,6,19,33.0,0.13780914737436473,0.42105263157894735,0.5512365894974589,
gamma_haut,Fp2-C4,rel,EAI,TCSPi,6,38,124.0,0.7514147792083127,-0.08771929824561409,1.0,
gamma_haut,Fp2-C4,rel,Narco,SYN,11,19,46.0,0.012556181317524905,0.5598086124401913,0.06278090658762453,
gamma_haut,Fp2-C4,rel,Narco,TCSPi,11,38,203.0,0.895150945716083,0.028708133971291905,1.0,
gamma_haut,Fp2-C4,rel,SYN,TCSPi,19,38,528.0,0.00482444891261397,-0.4626038781163435,0.02894669347568382,*
gamma_haut,Fp2-C4,abs,EAI,Narco,7,9,37.0,0.6064685314685315,-0.17460317460317465,1.0,
gamma_haut,Fp2-C4,abs,EAI,SYN,7,17,55.0,0.8041571319603358,0.07563025210084029,1.0,
gamma_haut,Fp2-C4,abs,EAI,TCSPi,7,37,165.0,0.26788225059712056,-0.274131274131274,1.0,
gamma_haut,Fp2-C4,abs,Narco,SYN,9,17,62.0,0.45051586608854133,0.1895424836601307,1.0,
gamma_haut,Fp2-C4,abs,Narco,TCSPi,9,37,194.0,0.45468687319297474,-0.1651651651651651,1.0,
gamma_haut,Fp2-C4,abs,SYN,TCSPi,17,37,417.0,0.057473014634667134,-0.3259141494435611,0.3448380878080028,
gamma_haut,T4-O2,rel,EAI,Narco,6,11,37.0,0.732546864899806,-0.1212121212121211,1.0,
gamma_haut,T4-O2,rel,EAI,SYN,6,19,21.0,0.020790513833992098,0.631578947368421,0.08316205533596839,
gamma_haut,T4-O2,rel,EAI,TCSPi,6,35,125.0,0.4817275555401358,-0.19047619047619047,1.0,
gamma_haut,T4-O2,rel,Narco,SYN,11,19,29.0,0.0012477442503725717,0.722488038277512,0.006238721251862859,**
gamma_haut,T4-O2,rel,Narco,TCSPi,11,35,215.0,0.5710237068271466,-0.11688311688311681,1.0,
gamma_haut,T4-O2,rel,SYN,TCSPi,19,35,566.0,2.4386120418101045e-05,-0.7022556390977444,0.00014631672250860626,***
gamma_haut,T4-O2,abs,EAI,Narco,6,9,12.0,0.08791208791208792,0.5555555555555556,0.26373626373626374,
gamma_haut,T4-O2,abs,EAI,SYN,6,17,23.0,0.05238392423747115,0.5490196078431373,0.2095356969498846,
gamma_haut,T4-O2,abs,EAI,TCSPi,6,35,106.0,0.9856676069769781,-0.00952380952380949,1.0,
gamma_haut,T4-O2,abs,Narco,SYN,9,17,85.0,0.6663415341905732,-0.11111111111111116,1.0,
gamma_haut,T4-O2,abs,Narco,TCSPi,9,35,256.0,0.004352985412662821,-0.6253968253968254,0.021764927063314104,*
gamma_haut,T4-O2,abs,SYN,TCSPi,17,35,475.0,0.0005548647883970133,-0.596638655462185,0.0033291887303820798,**
gamma_haut,Fp1-A1,rel,EAI,Narco,7,11,39.0,0.9999999999999999,-0.01298701298701288,1.0,
gamma_haut,Fp1-A1,rel,EAI,SYN,7,19,41.0,0.15157190635451503,0.3834586466165414,0.6062876254180601,
gamma_haut,Fp1-A1,rel,EAI,TCSPi,7,38,141.0,0.8183095407145324,-0.06015037593984962,1.0,
gamma_haut,Fp1-A1,rel,Narco,SYN,11,19,49.0,0.017932651663139194,0.5311004784688995,0.08966325831569597,
gamma_haut,Fp1-A1,rel,Narco,TCSPi,11,38,179.0,0.47964732371253427,0.1435406698564593,1.0,
gamma_haut,Fp1-A1,rel,SYN,TCSPi,19,38,510.0,0.01194307774738469,-0.4127423822714682,0.07165846648430814,
gamma_haut,Fp1-A1,abs,EAI,Narco,7,9,23.0,0.4078671328671329,0.2698412698412699,1.0,
gamma_haut,Fp1-A1,abs,EAI,SYN,7,15,37.0,0.29824561403508765,0.2952380952380952,1.0,
gamma_haut,Fp1-A1,abs,EAI,TCSPi,7,37,140.0,0.7535737466104365,-0.08108108108108114,1.0,
gamma_haut,Fp1-A1,abs,Narco,SYN,9,15,69.0,0.9524515354386665,-0.022222222222222143,1.0,
gamma_haut,Fp1-A1,abs,Narco,TCSPi,9,37,216.0,0.17484494384839344,-0.29729729729729737,0.8742247192419672,
gamma_haut,Fp1-A1,abs,SYN,TCSPi,15,37,368.0,0.06909303824642993,-0.3261261261261261,0.41455822947857957,
gamma_haut,Fp2-A1,rel,EAI,Narco,7,11,42.0,0.7914152840623428,-0.09090909090909083,1.0,
gamma_haut,Fp2-A1,rel,EAI,SYN,7,19,49.0,0.33387959866220734,0.26315789473684215,1.0,
gamma_haut,Fp2-A1,rel,EAI,TCSPi,7,38,138.0,0.8904011977182711,-0.03759398496240607,1.0,
gamma_haut,Fp2-A1,rel,Narco,SYN,11,19,43.0,0.008659182270674004,0.5885167464114833,0.04329591135337002,*
gamma_haut,Fp2-A1,rel,Narco,TCSPi,11,38,178.0,0.4648820173328211,0.14832535885167464,1.0,
gamma_haut,Fp2-A1,rel,SYN,TCSPi,19,38,522.0,0.0065884794423273435,-0.445983379501385,0.03953087665396406,*
gamma_haut,Fp2-A1,abs,EAI,Narco,7,9,27.0,0.6805944055944056,0.1428571428571429,1.0,
gamma_haut,Fp2-A1,abs,EAI,SYN,7,16,41.0,0.3411201801294681,0.2678571428571429,1.0,
gamma_haut,Fp2-A1,abs,EAI,TCSPi,7,36,159.0,0.29195216973226945,-0.26190476190476186,1.0,
gamma_haut,Fp2-A1,abs,Narco,SYN,9,16,57.0,0.4117027470058471,0.20833333333333337,1.0,
gamma_haut,Fp2-A1,abs,Narco,TCSPi,9,36,220.0,0.10276904467818312,-0.3580246913580247,0.5138452233909157,
gamma_haut,Fp2-A1,abs,SYN,TCSPi,16,36,425.0,0.006803990013482453,-0.4756944444444444,0.04082394008089472,*
gamma_haut,T3-A1,rel,EAI,Narco,6,10,27.0,0.7924575424575424,0.09999999999999998,0.8625804144805845,
gamma_haut,T3-A1,rel,EAI,SYN,6,19,19.0,0.013901750423489553,0.6666666666666667,0.05560700169395821,
gamma_haut,T3-A1,rel,EAI,TCSPi,6,38,90.0,0.43129020724029227,0.21052631578947367,0.8625804144805845,
gamma_haut,T3-A1,rel,Narco,SYN,10,19,30.0,0.0030817573917858174,0.6842105263157895,0.01685914130149543,*
gamma_haut,T3-A1,rel,Narco,TCSPi,10,38,143.0,0.2378146503208961,0.24736842105263157,0.7134439509626883,
gamma_haut,T3-A1,rel,SYN,TCSPi,19,38,538.0,0.0028098568835825716,-0.4903047091412742,0.01685914130149543,*
gamma_haut,T3-A1,abs,EAI,Narco,7,10,10.0,0.013574660633484163,0.7142857142857143,0.06787330316742082,
gamma_haut,T3-A1,abs,EAI,SYN,7,18,30.0,0.04741834824214687,0.5238095238095238,0.14225504472644063,
gamma_haut,T3-A1,abs,EAI,TCSPi,7,36,119.0,0.8343587041679409,0.05555555555555558,1.0,
gamma_haut,T3-A1,abs,Narco,SYN,10,18,86.0,0.8667310593930333,0.0444444444444444,1.0,
gamma_haut,T3-A1,abs,Narco,TCSPi,10,36,273.0,0.013763229222042322,-0.5166666666666666,0.06787330316742082,
gamma_haut,T3-A1,abs,SYN,TCSPi,18,36,490.0,0.0023908417444582428,-0.5123456790123457,0.014345050466749457,*
gamma_haut,C3-A1,rel,EAI,Narco,6,11,30.0,0.807530704589528,0.09090909090909094,1.0,
gamma_haut,C3-A1,rel,EAI,SYN,6,19,24.0,0.03608130999435347,0.5789473684210527,0.1443252399774139,
gamma_haut,C3-A1,rel,EAI,TCSPi,6,37,84.0,0.3622108852129451,0.2432432432432432,1.0,
gamma_haut,C3-A1,rel,Narco,SYN,11,19,43.0,0.008659182270674004,0.5885167464114833,0.04862643287895498,*
gamma_haut,C3-A1,rel,Narco,TCSPi,11,37,167.0,0.3771954328911552,0.17936117936117935,1.0,
gamma_haut,C3-A1,rel,SYN,TCSPi,19,37,505.0,0.00810440547982583,-0.43669985775248943,0.04862643287895498,*
gamma_haut,C3-A1,abs,EAI,Narco,7,9,16.0,0.11416083916083916,0.4920634920634921,0.3979613064281257,
gamma_haut,C3-A1,abs,EAI,SYN,7,17,33.0,0.09949032660703143,0.4453781512605042,0.3979613064281257,
gamma_haut,C3-A1,abs,EAI,TCSPi,7,36,119.0,0.8343587041679409,0.05555555555555558,1.0,
gamma_haut,C3-A1,abs,Narco,SYN,9,17,71.0,0.7875572317029235,0.07189542483660127,1.0,
gamma_haut,C3-A1,abs,Narco,TCSPi,9,36,235.0,0.03966667592225933,-0.4506172839506173,0.19833337961129666,
gamma_haut,C3-A1,abs,SYN,TCSPi,17,36,432.0,0.016781855661597175,-0.41176470588235303,0.10069113396958304,
gamma_haut,T4-A1,rel,EAI,Narco,7,11,45.0,0.5961538461538461,-0.16883116883116878,1.0,
gamma_haut,T4-A1,rel,EAI,SYN,7,19,43.0,0.18824566737610213,0.3533834586466166,0.7529826695044085,
gamma_haut,T4-A1,rel,EAI,TCSPi,7,37,136.0,0.8506651571552908,-0.05019305019305009,1.0,
gamma_haut,T4-A1,rel,Narco,SYN,11,19,42.0,0.007624498327390583,0.5980861244019139,0.038122491636952915,*
gamma_haut,T4-A1,rel,Narco,TCSPi,11,37,177.0,0.5236189749724728,0.13022113022113024,1.0,
gamma_haut,T4-A1,rel,SYN,TCSPi,19,37,529.0,0.002191207522829642,-0.5049786628733997,0.013147245136977853,*
gamma_haut,T4-A1,abs,EAI,Narco,6,9,11.0,0.06633366633366634,0.5925925925925926,0.2653346653346654,
gamma_haut,T4-A1,abs,EAI,SYN,6,17,27.0,0.10092424737733663,0.47058823529411764,0.3027727421320099,
gamma_haut,T4-A1,abs,EAI,TCSPi,6,38,111.0,0.9336089321908944,0.02631578947368418,1.0,
gamma_haut,T4-A1,abs,Narco,SYN,9,17,71.0,0.7875572317029235,0.07189542483660127,1.0,
gamma_haut,T4-A1,abs,Narco,TCSPi,9,38,251.0,0.03160002614338668,-0.4678362573099415,0.15800013071693342,
gamma_haut,T4-A1,abs,SYN,TCSPi,17,38,471.0,0.007222430195482131,-0.45820433436532504,0.04333458117289278,*
gamma_haut,C4-A1,rel,EAI,Narco,7,11,40.0,0.9298014077425841,-0.03896103896103886,1.0,
gamma_haut,C4-A1,rel,EAI,SYN,7,19,39.0,0.12036485253876557,0.4135338345864662,0.4814594101550623,
gamma_haut,C4-A1,rel,EAI,TCSPi,7,37,117.0,0.7062938628675859,0.09652509652509655,1.0,
gamma_haut,C4-A1,rel,Narco,SYN,11,19,41.0,0.006702045283959751,0.6076555023923444,0.040212271703758504,*
gamma_haut,C4-A1,rel,Narco,TCSPi,11,37,164.0,0.33873625808876073,0.1941031941031941,1.0,
gamma_haut,C4-A1,rel,SYN,TCSPi,19,37,497.0,0.01209886106520508,-0.4139402560455192,0.0604943053260254,
gamma_haut,C4-A1,abs,EAI,Narco,6,10,4.0,0.002997002997002997,0.8666666666666667,0.017982017982017984,*
gamma_haut,C4-A1,abs,EAI,SYN,6,17,26.0,0.08650083707291946,0.4901960784313726,0.2595025112187584,
gamma_haut,C4-A1,abs,EAI,TCSPi,6,37,87.0,0.4198007563085033,0.21621621621621623,0.8396015126170066,
gamma_haut,C4-A1,abs,Narco,SYN,10,17,101.0,0.436421946107136,-0.18823529411764706,0.8396015126170066,
gamma_haut,C4-A1,abs,Narco,TCSPi,10,37,277.0,0.017386573277761927,-0.4972972972972973,0.08693286638880963,
gamma_haut,C4-A1,abs,SYN,TCSPi,17,37,430.0,0.03220843536615381,-0.3672496025437202,0.12883374146461524,
