feature,importance
Beta_var_24,0.000396787997179027
Theta_wavelet_4_7,0.0003946334160050044
Alpha_wavelet_5_9,0.0003934773037703623
Delta_wavelet_9_5,0.00039173799416962127
Theta_wavelet_22_7,0.00039113103890652386
Beta_wavelet_9_7,0.00038964151019917667
Alpha_wavelet_31_6,0.00038928133590450116
Theta_wavelet_1_7,0.000388158959526416
Theta_psd_mean_2,0.00038608724492627356
Alpha_std_16,0.00038527550676776813
Theta_wavelet_0_5,0.00038357094957693766
Beta_std_2,0.0003833399293613597
Delta_pca_var_3,0.0003828974156335698
Theta_wavelet_15_6,0.0003825921693091261
Gamma_wavelet_1_7,0.00038038754374200887
Theta_wavelet_24_7,0.00037805199993365553
Delta_var_2,0.00037505079546018067
Alpha_std_5,0.00037424265275942393
Theta_power_11,0.0003732149711644895
Alpha_wavelet_23_9,0.00037268229667929175
Gamma_wavelet_4_5,0.0003717438754922754
Theta_wavelet_24_6,0.0003707146602593236
Alpha_wavelet_15_8,0.00037064918403189207
Gamma_var_16,0.0003691547556584815
Beta_wavelet_22_8,0.0003677033291774215
Delta_std_17,0.00036527089169475916
Theta_wavelet_9_6,0.00036394880358273676
Alpha_wavelet_23_7,0.0003633910307127499
Gamma_wavelet_22_7,0.00036291528166685857
Beta_wavelet_26_9,0.0003616993211415707
Theta_var_26,0.0003613768751553764
Beta_power_9,0.000361207069223728
Theta_wavelet_17_7,0.0003604112699931169
Theta_wavelet_1_6,0.0003590906485296731
Gamma_wavelet_17_7,0.00035744823771382194
Alpha_psd_mean_11,0.0003568867824833173
Alpha_var_22,0.0003562209883157027
Delta_psd_mean_22,0.0003545440360316073
Theta_wavelet_22_5,0.00035450294083845817
Beta_var_23,0.00035439514467618935
Theta_wavelet_26_7,0.0003543166871596952
Beta_power_21,0.00035307714685503934
Alpha_wavelet_20_7,0.0003507668306846631
Alpha_wavelet_26_7,0.00034919673758898855
Delta_power_3,0.00034907012885542686
Alpha_power_11,0.0003466284632008162
Theta_power_25,0.0003460058092540584
Theta_wavelet_25_6,0.00034470344726850156
Alpha_var_2,0.0003438515765456039
Theta_power_17,0.0003435392156216688
Delta_wavelet_26_6,0.0003423766439396273
Alpha_wavelet_1_8,0.00034025812651272415
Gamma_wavelet_29_6,0.00033846613893238827
Delta_psd_mean_17,0.0003369317060799004
Beta_wavelet_20_8,0.000336834502897639
Beta_var_11,0.0003360570103084818
Alpha_std_1,0.00033317270592571633
Delta_wavelet_24_5,0.00033079877841339807
Theta_var_16,0.0003281362703743798
Delta_wavelet_16_7,0.0003277917558603009
Delta_wavelet_5_5,0.0003273021180611041
Alpha_psd_mean_6,0.0003271614250135183
Delta_wavelet_9_6,0.0003267269693055708
Beta_std_0,0.0003266734104315128
Beta_psd_mean_6,0.00032657859653845416
Gamma_std_24,0.0003241565906228779
Beta_std_11,0.00032364760209201534
Delta_std_15,0.0003216634832792594
Delta_std_14,0.00032106597070874525
Alpha_wavelet_24_7,0.00031976920725319515
Gamma_wavelet_24_7,0.00031961621828232017
Beta_wavelet_3_5,0.00031888300238434354
Theta_wavelet_1_5,0.0003182866369466517
Delta_psd_mean_5,0.00031782584164219283
Alpha_wavelet_22_7,0.00031764983070207156
Theta_wavelet_14_5,0.00031657674584810176
Gamma_wavelet_12_6,0.0003159346200867282
Gamma_var_26,0.0003149581423688787
Alpha_wavelet_19_7,0.0003145275955071225
Beta_skew_21,0.0003142980087298941
Gamma_psd_mean_3,0.0003139312287566856
Delta_psd_mean_24,0.0003139000066668917
Beta_wavelet_24_8,0.00031313581361565036
Gamma_wavelet_14_6,0.00030876000481462596
Beta_wavelet_14_7,0.00030620188683589766
Beta_wavelet_0_7,0.00030614576084177323
Alpha_wavelet_12_8,0.00030518841717084
Alpha_wavelet_17_9,0.0003047721157061224
Gamma_wavelet_2_7,0.0003038153475570884
Beta_psd_mean_16,0.0003037740848685237
Beta_wavelet_18_5,0.0003029368519616092
Beta_wavelet_28_8,0.00030292167628150204
Theta_wavelet_23_8,0.0003027498282886887
Alpha_wavelet_17_5,0.00030103175847620534
Delta_wavelet_18_6,0.0003010202656902985
Delta_skew_7,0.00030041399761895297
Theta_wavelet_6_5,0.0003002714043594188
Beta_power_15,0.0002997384778103216
Delta_std_3,0.00029946110545674593
Delta_power_15,0.0002994355561140186
Alpha_wavelet_1_5,0.0002973735640816283
Theta_std_26,0.00029635222317421977
Gamma_power_14,0.0002960668185723947
Alpha_wavelet_18_7,0.0002922572498354301
Theta_std_11,0.00029032252943829516
Alpha_wavelet_11_7,0.00029007918746134874
Alpha_power_9,0.00028929779716987573
Theta_psd_mean_25,0.000289226083745924
Beta_power_16,0.00028736481095993974
Theta_std_18,0.0002870331067826306
Alpha_wavelet_26_8,0.0002861909076850903
Theta_wavelet_29_5,0.00028561983575193606
Theta_psd_mean_11,0.00028518452105025916
Beta_wavelet_15_9,0.0002844987589229161
Gamma_wavelet_0_4,0.0002829903212982496
Theta_wavelet_6_6,0.0002818730355459088
Alpha_wavelet_9_7,0.0002806420231437754
Theta_var_24,0.00028055003821133754
Alpha_wavelet_14_7,0.00027980360403320677
Alpha_wavelet_20_8,0.00027960099230000054
Alpha_var_17,0.00027934637718910843
Gamma_wavelet_7_5,0.000277512292942322
Gamma_wavelet_17_5,0.0002767829385235687
Alpha_psd_mean_1,0.00027677758413773934
Delta_power_18,0.00027624666750312055
Gamma_wavelet_29_7,0.0002762011469559397
Alpha_var_1,0.0002760335185307265
Delta_wavelet_13_9,0.0002758587727612905
Alpha_wavelet_14_6,0.0002748580194807777
Alpha_wavelet_22_6,0.0002742682176944135
